transaction_id, amount, timestamp, category, status, discount, discounted_amount, year, month, rank
349, 139.7, 2023-09-19, B, completed, 0.3, 97.79, 2023, 9, 349
350, 383.64, 2023-09-27, A, completed, 0.21, 303.08, 2023, 9, 350
351, 309.57, 2023-09-29, B, failed, 0.23, 238.37, 2023, 9, 351
352, 195.08, 2023-09-3, B, pending, 0.28, 140.46, 2023, 9, 352
353, 367.53, 2023-09-23, A, completed, 0.26, 271.97, 2023, 9, 353
354, 482.38, 2023-09-6, C, failed, 0.15, 410.02, 2023, 9, 354
355, 363.66, 2023-09-21, A, failed, 0.14, 312.75, 2023, 9, 355
356, 299.76, 2023-09-11, B, failed, 0.24, 227.82, 2023, 9, 356
357, 382.05, 2023-09-26, B, pending, 0.21, 301.82, 2023, 9, 357
358, 432.55, 2023-09-2, B, pending, 0.23, 333.06, 2023, 9, 358
359, 208.01, 2023-09-11, C, pending, 0.14, 178.89, 2023, 9, 359
360, 189.24, 2023-09-13, B, failed, 0.17, 157.07, 2023, 9, 360
361, 479.15, 2023-09-29, B, completed, 0.19, 388.11, 2023, 9, 361
362, 138.64, 2023-09-2, C, completed, 0.13, 120.62, 2023, 9, 362
363, 478.49, 2023-09-24, B, pending, 0.2, 382.79, 2023, 9, 363
364, 258.58, 2023-09-17, A, pending, 0.15, 219.79, 2023, 9, 364
365, 115.36, 2023-09-30, C, pending, 0.2, 92.29, 2023, 9, 365
366, 149.78, 2023-09-16, B, failed, 0.26, 110.84, 2023, 9, 366
367, 405.86, 2023-09-20, A, failed, 0.28, 292.22, 2023, 9, 367
368, 279.39, 2023-09-2, A, failed, 0.27, 203.95, 2023, 9, 368
369, 276.13, 2023-09-4, B, pending, 0.18, 226.43, 2023, 9, 369
370, 292.37, 2023-09-13, C, pending, 0.11, 260.21, 2023, 9, 370
371, 361.49, 2023-09-15, B, failed, 0.14, 310.88, 2023, 9, 371
372, 373.58, 2023-09-22, A, failed, 0.16, 313.81, 2023, 9, 372
373, 220.18, 2023-09-29, C, pending, 0.21, 173.94, 2023, 9, 373
374, 486.73, 2023-09-3, B, completed, 0.12, 428.32, 2023, 9, 374
375, 335.31, 2023-09-18, C, failed, 0.18, 274.95, 2023, 9, 375
376, 290.86, 2023-09-29, B, pending, 0.29, 206.51, 2023, 9, 376
377, 411.39, 2023-09-2, A, pending, 0.27, 300.31, 2023, 9, 377
378, 352.75, 2023-09-30, C, failed, 0.22, 275.14, 2023, 9, 378
379, 446.91, 2023-09-11, C, failed, 0.3, 312.84, 2023, 9, 379
380, 322.26, 2023-09-24, B, completed, 0.22, 251.36, 2023, 9, 380
381, 318.65, 2023-09-16, C, pending, 0.29, 226.24, 2023, 9, 381
382, 428.83, 2023-09-17, B, pending, 0.26, 317.33, 2023, 9, 382
383, 392.33, 2023-09-14, C, pending, 0.12, 345.25, 2023, 9, 383
384, 314.48, 2023-09-24, A, pending, 0.24, 239.0, 2023, 9, 384
385, 467.04, 2023-09-11, B, failed, 0.17, 387.64, 2023, 9, 385
386, 494.98, 2023-09-21, B, completed, 0.13, 430.63, 2023, 9, 386
387, 491.43, 2023-09-18, C, completed, 0.16, 412.8, 2023, 9, 387
388, 478.81, 2023-09-20, B, completed, 0.19, 387.84, 2023, 9, 388
389, 391.32, 2023-09-10, A, failed, 0.15, 332.62, 2023, 9, 389
390, 157.08, 2023-09-12, B, completed, 0.1, 141.37, 2023, 9, 390
391, 499.69, 2023-09-13, B, pending, 0.29, 354.78, 2023, 9, 391
392, 319.65, 2023-09-28, A, failed, 0.2, 255.72, 2023, 9, 392
393, 316.9, 2023-09-11, C, failed, 0.25, 237.67, 2023, 9, 393
394, 344.69, 2023-09-13, C, pending, 0.3, 241.28, 2023, 9, 394
395, 236.77, 2023-09-29, A, completed, 0.24, 179.95, 2023, 9, 395
396, 299.38, 2023-09-15, C, failed, 0.13, 260.46, 2023, 9, 396
397, 152.88, 2023-09-18, B, failed, 0.21, 120.78, 2023, 9, 397
398, 327.04, 2023-09-25, C, completed, 0.24, 248.55, 2023, 9, 398
399, 174.05, 2023-09-13, B, completed, 0.11, 154.9, 2023, 9, 399
400, 139.6, 2023-09-8, A, failed, 0.2, 111.68, 2023, 9, 400
401, 281.2, 2023-09-12, B, completed, 0.22, 219.34, 2023, 9, 401
402, 378.98, 2023-09-18, B, completed, 0.28, 272.87, 2023, 9, 402
403, 451.7, 2023-09-22, B, failed, 0.26, 334.26, 2023, 9, 403
404, 406.89, 2023-09-22, A, completed, 0.24, 309.24, 2023, 9, 404
405, 183.83, 2023-09-16, B, pending, 0.19, 148.9, 2023, 9, 405
406, 188.58, 2023-09-28, A, failed, 0.25, 141.44, 2023, 9, 406
407, 368.66, 2023-09-10, A, completed, 0.22, 287.55, 2023, 9, 407
408, 343.65, 2023-09-18, C, completed, 0.19, 278.36, 2023, 9, 408
409, 232.54, 2023-09-30, A, failed, 0.17, 193.01, 2023, 9, 409
410, 313.82, 2023-09-14, A, failed, 0.16, 263.61, 2023, 9, 410
411, 213.89, 2023-09-28, C, failed, 0.26, 158.28, 2023, 9, 411
412, 174.5, 2023-09-28, A, completed, 0.27, 127.38, 2023, 9, 412
413, 485.08, 2023-09-27, B, completed, 0.14, 417.17, 2023, 9, 413
414, 471.95, 2023-09-27, A, completed, 0.12, 415.32, 2023, 9, 414
415, 397.59, 2023-09-22, A, pending, 0.24, 302.17, 2023, 9, 415
416, 207.0, 2023-09-15, A, completed, 0.12, 182.16, 2023, 9, 416
417, 439.29, 2023-09-1, C, pending, 0.25, 329.47, 2023, 9, 417
418, 153.55, 2023-09-3, C, failed, 0.21, 121.3, 2023, 9, 418
419, 295.04, 2023-09-4, B, completed, 0.23, 227.18, 2023, 9, 419
420, 103.07, 2023-09-3, C, pending, 0.23, 79.36, 2023, 9, 420
421, 261.88, 2023-09-23, C, completed, 0.21, 206.89, 2023, 9, 421
422, 260.43, 2023-09-10, A, failed, 0.13, 226.57, 2023, 9, 422
423, 235.63, 2023-09-11, B, completed, 0.27, 172.01, 2023, 9, 423
424, 311.22, 2023-09-28, A, pending, 0.17, 258.31, 2023, 9, 424
425, 145.8, 2023-09-14, B, pending, 0.3, 102.06, 2023, 9, 425
426, 374.34, 2023-09-23, A, completed, 0.26, 277.01, 2023, 9, 426
427, 385.23, 2023-09-11, B, completed, 0.24, 292.77, 2023, 9, 427
428, 317.48, 2023-09-10, C, pending, 0.14, 273.03, 2023, 9, 428
429, 474.87, 2023-09-20, A, failed, 0.28, 341.91, 2023, 9, 429
430, 443.59, 2023-09-1, A, pending, 0.27, 323.82, 2023, 9, 430
431, 144.14, 2023-09-20, B, completed, 0.21, 113.87, 2023, 9, 431
432, 380.09, 2023-09-7, C, pending, 0.13, 330.68, 2023, 9, 432
433, 295.94, 2023-09-9, B, failed, 0.29, 210.12, 2023, 9, 433
434, 236.5, 2023-09-11, C, failed, 0.1, 212.85, 2023, 9, 434
435, 389.61, 2023-09-13, A, completed, 0.3, 272.73, 2023, 9, 435
436, 387.14, 2023-09-11, C, failed, 0.26, 286.48, 2023, 9, 436
437, 463.79, 2023-09-5, A, completed, 0.28, 333.93, 2023, 9, 437
438, 173.31, 2023-09-21, A, failed, 0.14, 149.05, 2023, 9, 438
439, 359.85, 2023-09-14, A, completed, 0.3, 251.9, 2023, 9, 439
440, 157.31, 2023-09-17, A, completed, 0.23, 121.13, 2023, 9, 440
441, 301.39, 2023-09-30, B, completed, 0.18, 247.14, 2023, 9, 441
442, 323.29, 2023-09-2, B, pending, 0.12, 284.5, 2023, 9, 442
443, 261.97, 2023-09-15, B, failed, 0.23, 201.72, 2023, 9, 443
444, 489.82, 2023-09-22, A, failed, 0.25, 367.37, 2023, 9, 444
445, 348.04, 2023-09-12, C, failed, 0.11, 309.76, 2023, 9, 445
446, 340.42, 2023-09-30, C, failed, 0.21, 268.93, 2023, 9, 446
447, 364.89, 2023-09-24, C, pending, 0.13, 317.45, 2023, 9, 447
448, 387.13, 2023-09-28, C, pending, 0.17, 321.32, 2023, 9, 448
449, 159.9, 2023-09-21, A, pending, 0.25, 119.93, 2023, 9, 449
450, 150.92, 2023-09-6, B, failed, 0.26, 111.68, 2023, 9, 450
451, 443.93, 2023-09-10, B, completed, 0.11, 395.1, 2023, 9, 451
452, 478.6, 2023-09-2, C, pending, 0.11, 425.95, 2023, 9, 452
453, 363.99, 2023-09-22, C, failed, 0.14, 313.03, 2023, 9, 453
454, 172.83, 2023-09-26, A, completed, 0.25, 129.62, 2023, 9, 454
455, 176.47, 2023-09-18, C, completed, 0.19, 142.94, 2023, 9, 455
456, 252.75, 2023-09-1, C, failed, 0.29, 179.45, 2023, 9, 456
457, 413.5, 2023-09-4, C, failed, 0.11, 368.01, 2023, 9, 457
458, 243.95, 2023-09-21, C, failed, 0.13, 212.24, 2023, 9, 458
459, 346.05, 2023-09-4, A, failed, 0.13, 301.06, 2023, 9, 459
460, 199.68, 2023-09-28, B, completed, 0.21, 157.75, 2023, 9, 460
461, 448.38, 2023-09-23, C, failed, 0.16, 376.64, 2023, 9, 461
462, 160.79, 2023-09-11, C, failed, 0.12, 141.5, 2023, 9, 462
463, 202.01, 2023-09-6, B, failed, 0.1, 181.81, 2023, 9, 463
464, 194.88, 2023-09-25, A, pending, 0.12, 171.49, 2023, 9, 464
465, 103.1, 2023-09-3, A, failed, 0.22, 80.42, 2023, 9, 465
466, 220.36, 2023-09-25, C, pending, 0.14, 189.51, 2023, 9, 466
467, 357.94, 2023-09-30, B, completed, 0.2, 286.35, 2023, 9, 467
468, 151.07, 2023-09-26, B, failed, 0.18, 123.88, 2023, 9, 468
469, 429.81, 2023-09-23, B, pending, 0.15, 365.34, 2023, 9, 469
470, 114.02, 2023-09-21, B, failed, 0.11, 101.48, 2023, 9, 470
471, 103.05, 2023-09-13, A, pending, 0.25, 77.29, 2023, 9, 471
472, 238.84, 2023-09-27, A, completed, 0.15, 203.01, 2023, 9, 472
473, 165.42, 2023-09-26, C, failed, 0.18, 135.64, 2023, 9, 473
474, 359.85, 2023-09-27, A, failed, 0.3, 251.9, 2023, 9, 474
475, 440.29, 2023-09-12, B, completed, 0.2, 352.23, 2023, 9, 475
476, 296.23, 2023-09-25, B, pending, 0.28, 213.29, 2023, 9, 476
477, 150.25, 2023-09-25, A, completed, 0.13, 130.72, 2023, 9, 477
478, 475.96, 2023-09-16, C, failed, 0.18, 390.29, 2023, 9, 478
479, 378.56, 2023-09-30, A, failed, 0.28, 272.56, 2023, 9, 479
480, 122.13, 2023-09-11, A, pending, 0.15, 103.81, 2023, 9, 480
481, 313.72, 2023-09-4, B, failed, 0.24, 238.43, 2023, 9, 481
482, 480.66, 2023-09-20, A, completed, 0.11, 427.79, 2023, 9, 482
483, 356.98, 2023-09-26, A, completed, 0.23, 274.87, 2023, 9, 483
484, 257.62, 2023-09-28, C, failed, 0.27, 188.06, 2023, 9, 484
485, 297.97, 2023-09-29, C, failed, 0.29, 211.56, 2023, 9, 485
486, 458.31, 2023-09-14, C, completed, 0.22, 357.48, 2023, 9, 486
487, 218.86, 2023-09-9, A, failed, 0.15, 186.03, 2023, 9, 487
488, 269.62, 2023-09-28, C, failed, 0.23, 207.61, 2023, 9, 488
489, 130.56, 2023-09-20, B, failed, 0.1, 117.5, 2023, 9, 489
490, 464.21, 2023-09-22, B, failed, 0.27, 338.87, 2023, 9, 490
491, 141.26, 2023-09-4, B, completed, 0.15, 120.07, 2023, 9, 491
492, 386.81, 2023-09-22, B, pending, 0.23, 297.84, 2023, 9, 492
493, 117.76, 2023-09-30, C, completed, 0.14, 101.27, 2023, 9, 493
494, 129.47, 2023-09-10, C, pending, 0.27, 94.51, 2023, 9, 494
495, 426.26, 2023-09-24, B, completed, 0.23, 328.22, 2023, 9, 495
496, 198.98, 2023-09-26, A, failed, 0.17, 165.15, 2023, 9, 496
497, 307.95, 2023-09-7, A, completed, 0.3, 215.56, 2023, 9, 497
498, 392.69, 2023-09-2, B, pending, 0.13, 341.64, 2023, 9, 498
499, 133.72, 2023-09-19, A, failed, 0.22, 104.3, 2023, 9, 499
500, 378.35, 2023-09-9, C, completed, 0.18, 310.25, 2023, 9, 500
501, 380.17, 2023-09-6, A, pending, 0.12, 334.55, 2023, 9, 501
502, 415.92, 2023-09-9, A, pending, 0.17, 345.21, 2023, 9, 502
503, 215.8, 2023-09-2, B, failed, 0.15, 183.43, 2023, 9, 503
504, 475.55, 2023-09-6, C, completed, 0.17, 394.71, 2023, 9, 504
505, 295.76, 2023-09-29, C, completed, 0.13, 257.31, 2023, 9, 505
506, 174.49, 2023-09-12, C, failed, 0.12, 153.55, 2023, 9, 506
507, 491.0, 2023-09-18, C, completed, 0.17, 407.53, 2023, 9, 507
508, 331.93, 2023-09-29, B, completed, 0.14, 285.46, 2023, 9, 508
509, 428.81, 2023-09-10, A, pending, 0.18, 351.62, 2023, 9, 509
510, 387.38, 2023-09-2, B, completed, 0.25, 290.53, 2023, 9, 510
511, 497.41, 2023-09-2, C, pending, 0.16, 417.82, 2023, 9, 511
512, 379.56, 2023-09-9, B, pending, 0.25, 284.67, 2023, 9, 512
513, 459.59, 2023-09-2, C, completed, 0.28, 330.9, 2023, 9, 513
514, 379.64, 2023-09-2, C, failed, 0.25, 284.73, 2023, 9, 514
515, 259.46, 2023-09-16, B, completed, 0.21, 204.97, 2023, 9, 515
516, 246.53, 2023-09-6, C, pending, 0.17, 204.62, 2023, 9, 516
517, 358.0, 2023-09-25, A, failed, 0.14, 307.88, 2023, 9, 517
518, 191.67, 2023-09-15, C, failed, 0.18, 157.17, 2023, 9, 518
519, 112.12, 2023-09-23, B, pending, 0.23, 86.33, 2023, 9, 519
520, 277.37, 2023-09-24, A, completed, 0.19, 224.67, 2023, 9, 520
521, 191.28, 2023-09-3, B, pending, 0.21, 151.11, 2023, 9, 521
522, 495.21, 2023-09-29, A, pending, 0.25, 371.41, 2023, 9, 522
523, 395.86, 2023-09-5, C, failed, 0.22, 308.77, 2023, 9, 523
524, 328.17, 2023-09-27, A, completed, 0.18, 269.1, 2023, 9, 524
525, 317.38, 2023-09-17, C, failed, 0.23, 244.38, 2023, 9, 525
526, 241.93, 2023-09-2, C, failed, 0.16, 203.22, 2023, 9, 526
527, 319.32, 2023-09-12, B, failed, 0.11, 284.19, 2023, 9, 527
528, 145.3, 2023-09-10, C, pending, 0.27, 106.07, 2023, 9, 528
529, 172.27, 2023-09-18, B, failed, 0.14, 148.15, 2023, 9, 529
530, 399.27, 2023-09-21, A, failed, 0.26, 295.46, 2023, 9, 530
531, 223.44, 2023-09-6, A, pending, 0.28, 160.88, 2023, 9, 531
532, 430.38, 2023-09-12, B, completed, 0.22, 335.7, 2023, 9, 532
533, 125.98, 2023-09-21, A, completed, 0.25, 94.48, 2023, 9, 533
534, 346.96, 2023-09-5, C, pending, 0.11, 308.79, 2023, 9, 534
535, 448.8, 2023-09-10, A, pending, 0.29, 318.65, 2023, 9, 535
536, 387.89, 2023-09-18, C, completed, 0.2, 310.31, 2023, 9, 536
537, 115.49, 2023-09-14, A, pending, 0.26, 85.46, 2023, 9, 537
538, 323.4, 2023-09-16, C, pending, 0.26, 239.32, 2023, 9, 538
539, 482.49, 2023-09-7, C, pending, 0.3, 337.74, 2023, 9, 539
540, 497.27, 2023-09-15, B, completed, 0.12, 437.6, 2023, 9, 540
541, 336.86, 2023-09-18, B, pending, 0.27, 245.91, 2023, 9, 541
542, 103.94, 2023-09-21, C, pending, 0.2, 83.15, 2023, 9, 542
543, 264.74, 2023-09-13, B, failed, 0.21, 209.14, 2023, 9, 543
544, 359.81, 2023-09-3, A, completed, 0.24, 273.46, 2023, 9, 544
545, 457.7, 2023-09-22, A, failed, 0.25, 343.27, 2023, 9, 545
546, 116.04, 2023-09-20, C, failed, 0.28, 83.55, 2023, 9, 546
547, 245.43, 2023-09-12, A, pending, 0.2, 196.34, 2023, 9, 547
548, 447.46, 2023-09-9, C, completed, 0.1, 402.71, 2023, 9, 548
549, 272.99, 2023-09-4, B, pending, 0.14, 234.77, 2023, 9, 549
550, 239.65, 2023-09-11, C, completed, 0.27, 174.94, 2023, 9, 550
551, 121.99, 2023-09-20, A, pending, 0.21, 96.37, 2023, 9, 551
552, 122.6, 2023-09-12, A, failed, 0.27, 89.5, 2023, 9, 552
553, 352.5, 2023-09-12, A, completed, 0.14, 303.15, 2023, 9, 553
554, 349.29, 2023-09-29, B, failed, 0.28, 251.49, 2023, 9, 554
555, 217.21, 2023-09-20, B, failed, 0.28, 156.39, 2023, 9, 555
556, 236.3, 2023-09-19, B, failed, 0.21, 186.68, 2023, 9, 556
557, 340.31, 2023-09-25, B, pending, 0.22, 265.44, 2023, 9, 557
558, 170.37, 2023-09-8, A, failed, 0.25, 127.78, 2023, 9, 558
559, 338.07, 2023-09-16, C, completed, 0.11, 300.88, 2023, 9, 559
560, 424.35, 2023-09-24, C, failed, 0.28, 305.53, 2023, 9, 560
561, 186.35, 2023-09-28, B, completed, 0.17, 154.67, 2023, 9, 561
562, 122.26, 2023-09-9, C, failed, 0.13, 106.37, 2023, 9, 562
563, 289.02, 2023-09-17, A, completed, 0.19, 234.11, 2023, 9, 563
564, 267.13, 2023-09-28, C, pending, 0.23, 205.69, 2023, 9, 564
565, 279.41, 2023-09-3, A, completed, 0.16, 234.7, 2023, 9, 565
566, 389.91, 2023-09-26, B, pending, 0.28, 280.74, 2023, 9, 566
567, 168.07, 2023-09-15, B, completed, 0.25, 126.05, 2023, 9, 567
568, 137.12, 2023-09-18, C, failed, 0.24, 104.21, 2023, 9, 568
569, 393.49, 2023-09-18, B, completed, 0.24, 299.05, 2023, 9, 569
570, 114.27, 2023-09-11, B, failed, 0.12, 100.56, 2023, 9, 570
571, 144.61, 2023-09-26, B, pending, 0.12, 127.26, 2023, 9, 571
572, 375.79, 2023-09-21, A, failed, 0.13, 326.94, 2023, 9, 572
573, 387.35, 2023-09-6, B, completed, 0.18, 317.63, 2023, 9, 573
574, 233.1, 2023-09-4, A, pending, 0.12, 205.13, 2023, 9, 574
575, 458.85, 2023-09-8, C, failed, 0.1, 412.97, 2023, 9, 575
576, 389.6, 2023-09-4, A, pending, 0.22, 303.89, 2023, 9, 576
577, 288.73, 2023-09-9, C, completed, 0.1, 259.86, 2023, 9, 577
578, 206.44, 2023-09-3, B, failed, 0.19, 167.22, 2023, 9, 578
579, 222.11, 2023-09-22, B, pending, 0.2, 177.69, 2023, 9, 579
580, 307.34, 2023-09-9, A, pending, 0.15, 261.24, 2023, 9, 580
581, 491.56, 2023-09-6, A, completed, 0.25, 368.67, 2023, 9, 581
582, 113.02, 2023-09-1, A, failed, 0.17, 93.81, 2023, 9, 582
583, 275.72, 2023-09-10, B, pending, 0.21, 217.82, 2023, 9, 583
584, 273.69, 2023-09-4, A, pending, 0.14, 235.37, 2023, 9, 584
585, 362.98, 2023-09-27, C, completed, 0.14, 312.16, 2023, 9, 585
586, 225.19, 2023-09-9, A, completed, 0.26, 166.64, 2023, 9, 586
587, 152.51, 2023-09-26, A, failed, 0.1, 137.26, 2023, 9, 587
588, 252.74, 2023-09-30, A, failed, 0.3, 176.92, 2023, 9, 588
589, 465.41, 2023-09-4, A, pending, 0.17, 386.29, 2023, 9, 589
590, 227.19, 2023-09-3, A, completed, 0.23, 174.94, 2023, 9, 590
591, 250.92, 2023-09-12, B, completed, 0.24, 190.7, 2023, 9, 591
592, 216.29, 2023-09-2, B, completed, 0.2, 173.03, 2023, 9, 592
593, 292.38, 2023-09-25, A, failed, 0.15, 248.52, 2023, 9, 593
594, 374.19, 2023-09-21, A, failed, 0.17, 310.58, 2023, 9, 594
595, 271.53, 2023-09-29, C, failed, 0.2, 217.22, 2023, 9, 595
596, 400.36, 2023-09-10, C, completed, 0.27, 292.26, 2023, 9, 596
597, 243.0, 2023-09-15, C, failed, 0.16, 204.12, 2023, 9, 597
598, 409.11, 2023-09-20, A, failed, 0.25, 306.83, 2023, 9, 598
599, 480.91, 2023-09-27, A, completed, 0.17, 399.16, 2023, 9, 599
600, 458.84, 2023-09-20, C, pending, 0.15, 390.01, 2023, 9, 600
601, 409.95, 2023-09-30, A, failed, 0.16, 344.36, 2023, 9, 601
602, 159.09, 2023-09-29, A, pending, 0.24, 120.91, 2023, 9, 602
603, 258.12, 2023-09-26, B, pending, 0.28, 185.85, 2023, 9, 603
604, 285.2, 2023-09-1, C, failed, 0.21, 225.31, 2023, 9, 604
605, 473.17, 2023-09-16, A, pending, 0.18, 388.0, 2023, 9, 605
606, 438.0, 2023-09-17, C, failed, 0.18, 359.16, 2023, 9, 606
607, 424.23, 2023-09-14, B, failed, 0.23, 326.66, 2023, 9, 607
608, 191.95, 2023-09-12, A, pending, 0.15, 163.16, 2023, 9, 608
609, 339.61, 2023-09-15, B, completed, 0.17, 281.88, 2023, 9, 609
610, 418.35, 2023-09-13, B, completed, 0.2, 334.68, 2023, 9, 610
611, 431.87, 2023-09-5, B, pending, 0.21, 341.18, 2023, 9, 611
612, 131.08, 2023-09-20, A, completed, 0.14, 112.73, 2023, 9, 612
613, 241.15, 2023-09-2, A, failed, 0.13, 209.8, 2023, 9, 613
614, 166.68, 2023-09-27, A, failed, 0.19, 135.01, 2023, 9, 614
615, 172.08, 2023-09-7, C, completed, 0.18, 141.11, 2023, 9, 615
616, 408.62, 2023-09-2, A, completed, 0.12, 359.59, 2023, 9, 616
617, 100.67, 2023-09-21, A, pending, 0.18, 82.55, 2023, 9, 617
618, 190.62, 2023-09-5, A, failed, 0.17, 158.21, 2023, 9, 618
619, 433.06, 2023-09-24, A, completed, 0.23, 333.46, 2023, 9, 619
620, 352.99, 2023-09-11, A, completed, 0.21, 278.86, 2023, 9, 620
621, 379.77, 2023-09-2, B, completed, 0.16, 319.01, 2023, 9, 621
622, 274.31, 2023-09-8, B, completed, 0.24, 208.48, 2023, 9, 622
623, 475.21, 2023-09-29, B, pending, 0.27, 346.9, 2023, 9, 623
624, 169.49, 2023-09-1, B, failed, 0.19, 137.29, 2023, 9, 624
625, 224.96, 2023-09-7, A, pending, 0.23, 173.22, 2023, 9, 625
626, 348.3, 2023-09-25, A, completed, 0.22, 271.67, 2023, 9, 626
627, 383.66, 2023-09-7, C, failed, 0.26, 283.91, 2023, 9, 627
628, 278.94, 2023-09-24, B, pending, 0.28, 200.84, 2023, 9, 628
629, 390.87, 2023-09-18, A, failed, 0.13, 340.06, 2023, 9, 629
630, 345.62, 2023-09-10, A, pending, 0.24, 262.67, 2023, 9, 630
631, 179.52, 2023-09-29, C, pending, 0.17, 149.0, 2023, 9, 631
632, 227.59, 2023-09-12, A, completed, 0.21, 179.8, 2023, 9, 632
633, 275.1, 2023-09-22, C, failed, 0.28, 198.07, 2023, 9, 633
634, 481.29, 2023-09-10, B, completed, 0.23, 370.59, 2023, 9, 634
635, 155.34, 2023-09-10, C, failed, 0.28, 111.84, 2023, 9, 635
636, 202.65, 2023-09-14, C, completed, 0.22, 158.07, 2023, 9, 636
637, 448.34, 2023-09-5, C, completed, 0.19, 363.16, 2023, 9, 637
638, 389.53, 2023-09-29, A, completed, 0.1, 350.58, 2023, 9, 638
639, 304.75, 2023-09-4, C, failed, 0.12, 268.18, 2023, 9, 639
640, 426.0, 2023-09-14, A, completed, 0.16, 357.84, 2023, 9, 640
641, 250.67, 2023-09-23, C, failed, 0.15, 213.07, 2023, 9, 641
642, 178.73, 2023-09-22, C, failed, 0.25, 134.05, 2023, 9, 642
643, 468.0, 2023-09-25, A, pending, 0.16, 393.12, 2023, 9, 643
644, 105.59, 2023-09-30, C, completed, 0.2, 84.47, 2023, 9, 644
645, 426.87, 2023-09-9, A, failed, 0.13, 371.38, 2023, 9, 645
646, 133.05, 2023-09-9, C, completed, 0.2, 106.44, 2023, 9, 646
647, 364.08, 2023-09-6, C, completed, 0.21, 287.62, 2023, 9, 647
648, 440.39, 2023-09-27, C, failed, 0.16, 369.93, 2023, 9, 648
649, 229.21, 2023-09-26, C, failed, 0.18, 187.95, 2023, 9, 649
650, 484.43, 2023-09-12, C, completed, 0.26, 358.48, 2023, 9, 650
651, 400.17, 2023-09-30, A, completed, 0.23, 308.13, 2023, 9, 651
652, 352.81, 2023-09-3, A, failed, 0.23, 271.66, 2023, 9, 652
653, 282.09, 2023-09-18, C, failed, 0.15, 239.78, 2023, 9, 653
654, 275.0, 2023-09-19, A, pending, 0.22, 214.5, 2023, 9, 654
655, 454.68, 2023-09-11, B, pending, 0.12, 400.12, 2023, 9, 655
656, 145.31, 2023-09-13, B, completed, 0.11, 129.33, 2023, 9, 656
657, 454.1, 2023-09-30, B, pending, 0.22, 354.2, 2023, 9, 657
658, 275.74, 2023-09-29, B, pending, 0.21, 217.83, 2023, 9, 658
659, 445.62, 2023-09-2, C, failed, 0.1, 401.06, 2023, 9, 659
660, 396.26, 2023-09-8, A, failed, 0.25, 297.19, 2023, 9, 660
661, 472.23, 2023-09-2, C, pending, 0.17, 391.95, 2023, 9, 661
662, 160.9, 2023-09-24, A, pending, 0.26, 119.07, 2023, 9, 662
663, 243.94, 2023-09-4, A, failed, 0.22, 190.27, 2023, 9, 663
664, 448.82, 2023-09-13, A, failed, 0.13, 390.47, 2023, 9, 664
665, 197.13, 2023-09-16, C, pending, 0.27, 143.9, 2023, 9, 665
666, 346.12, 2023-09-12, C, failed, 0.16, 290.74, 2023, 9, 666
667, 260.77, 2023-09-18, A, pending, 0.23, 200.79, 2023, 9, 667
668, 365.44, 2023-09-4, A, failed, 0.16, 306.97, 2023, 9, 668
669, 156.26, 2023-09-26, C, pending, 0.23, 120.32, 2023, 9, 669
670, 484.19, 2023-09-21, A, completed, 0.27, 353.46, 2023, 9, 670
671, 406.6, 2023-09-8, B, pending, 0.11, 361.87, 2023, 9, 671
672, 322.69, 2023-09-9, C, failed, 0.18, 264.61, 2023, 9, 672
673, 341.09, 2023-09-10, A, completed, 0.23, 262.64, 2023, 9, 673
674, 169.81, 2023-09-25, C, failed, 0.2, 135.85, 2023, 9, 674
675, 325.12, 2023-09-12, C, pending, 0.11, 289.36, 2023, 9, 675
676, 437.75, 2023-09-19, A, pending, 0.18, 358.96, 2023, 9, 676
677, 457.51, 2023-09-16, A, pending, 0.28, 329.41, 2023, 9, 677
678, 125.78, 2023-09-15, B, completed, 0.28, 90.56, 2023, 9, 678
679, 287.78, 2023-09-15, C, pending, 0.28, 207.2, 2023, 9, 679
680, 254.46, 2023-09-30, B, failed, 0.12, 223.92, 2023, 9, 680
681, 160.83, 2023-09-20, A, failed, 0.15, 136.71, 2023, 9, 681
682, 212.19, 2023-09-28, B, pending, 0.2, 169.75, 2023, 9, 682
683, 102.23, 2023-09-17, C, completed, 0.27, 74.63, 2023, 9, 683
684, 288.35, 2023-09-26, A, pending, 0.13, 250.86, 2023, 9, 684
685, 476.73, 2023-09-14, B, completed, 0.17, 395.69, 2023, 9, 685
686, 429.85, 2023-09-15, B, failed, 0.21, 339.58, 2023, 9, 686
687, 163.07, 2023-09-28, A, pending, 0.2, 130.46, 2023, 9, 687
688, 292.96, 2023-09-5, B, failed, 0.2, 234.37, 2023, 9, 688
689, 200.98, 2023-09-18, C, failed, 0.18, 164.8, 2023, 9, 689
690, 304.95, 2023-09-6, A, pending, 0.26, 225.66, 2023, 9, 690
691, 297.98, 2023-09-23, A, pending, 0.21, 235.4, 2023, 9, 691
692, 403.31, 2023-09-28, A, failed, 0.25, 302.48, 2023, 9, 692
693, 495.64, 2023-09-8, B, completed, 0.11, 441.12, 2023, 9, 693
694, 454.79, 2023-09-25, A, completed, 0.14, 391.12, 2023, 9, 694
695, 488.55, 2023-09-27, C, pending, 0.24, 371.3, 2023, 9, 695
696, 332.54, 2023-09-19, C, pending, 0.16, 279.33, 2023, 9, 696
697, 111.72, 2023-09-21, B, completed, 0.1, 100.55, 2023, 9, 697
